040711,- - Of fowls of the species Gallus domesticus:
04071110,- - - For breeding
04071190,- - - Other
040719,- - Other:
,- - - Of ducks:
04071911,- - - - For breeding
04071919,- - - - Other
,- - - Other:
04071991,- - - - For breeding
04071999,- - - - Other
,- Other fresh eggs:
04072100,- - Of fowls of the species Gallus domesticus
040729,- - Other:
04072910,- - - Of ducks
04072990,- - - Other
040790,- Other:
04079010,- - Of fowls of the species Gallus domesticus
04079020,- - Of ducks
04079090,- - Other
0408,"Birds’ eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter"
,- Egg yolks:
04081100,- - Dried
04081900,- - Other
,- Other:
04089100,- - Dried
04089900,- - Other
04090000,Natural honey
0410,"Insects and other edible products of animal origin, not elsewhere specified or included"
04101000,- Insects
041090,- Other:
04109010,- - Birds' nests
04109020,- - Turtles' eggs
04109090,- - Other
,
,Chapter 5
,"Products of animal origin, not elsewhere specified                         or included"
,Notes
,1. This Chapter does not cover:
,"(a) Edible products (other than guts, bladders and stomachs of animals, whole and pieces thereof, and animal blood, liquid or dried);"
,(b) Hides or skins (including furskins) other than goods of heading 05.05 and parings and similar waste of raw hides or skins of heading 05.11 (Chapter 41 or 43);
,"(c) Animal textile materials, other than horsehair and horsehair waste (Section XI); or"
,(d) Prepared knots or tufts for broom or brush making (heading 96.03).
,"2. For the purposes of heading 05.01, the sorting of hair by length (provided the root ends and tip ends respectively are not arranged together) shall be deemed not to constitute working."
,"3. Throughout the Nomenclature, elephant, hippopotamus, walrus, narwhal and wild boar tusks, rhinoceros horns and the teeth of all animals are regarded as “ivory”."
,"4. Throughout the Nomenclature, the expression “horsehair” means hair of the manes or tails of equine or bovine animals. Heading 05.11 covers, inter alia, horsehair and horsehair waste, whether or not put up as a layer with or without supporting material. "
05010000,"Human hair, unworked, whether or not washed or scoured; waste of human hair"
0502,"Pigs’, hogs’ or boars’ bristles and hair; badger hair and other brush making hair; waste of such bristles or hair"
05021000,"- Pigs’, hogs’ or boars’ bristles and hair and waste thereof"
05029000,- Other
05040000,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked"
0505,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers (whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation; powder and waste of feathers or parts of feathers"
050510,- Feathers of a kind used for stuffing; down:
05051010,- - Duck feathers
05051090,- - Other
050590,- Other:
05059010,- - Duck feathers
05059090,- - Other
0506,"Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinised; powder and waste of these products"
05061000,- Ossein and bones treated with acid
05069000,- Other
0507,"Ivory, tortoise-shell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape; powder and waste of these products"
05071000,- Ivory; ivory powder and waste
050790,- Other:
05079020,- - Tortoise-shell
05079090,- - Other
0508,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof"
05080020,"- Shells of molluscs, crustaceans or echinoderms"
05080090,- Other
05100000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved"
0511,"Animal products not elsewhere specified or included; dead animals of Chapter 1 or 3, unfit for human consumption"
05111000,- Bovine semen
,- Other:
051191,"- - Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3:"
05119110,- - - Roes and milt
05119120,- - - Artemia egg (Brine shrimp egg)
05119130,- - - Fish skin
05119190,- - - Other
051199,- - Other:
05119910,- - - Domestic animal semen
05119920,- - - Silk worm eggs
05119930,- - - Natural sponges
05119990,- - - Other
,SECTION II
,VEGETABLE PRODUCTS
,Note
,1. In this Section the term “pellets” means products which have been agglomerated either directly by compression or by the addition of a binder in a proportion not exceeding 3% by weight.
,Chapter 6
,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage"
,Notes
,"1. Subject to the second part of heading 06.01, this Chapter covers only live trees and goods (including seedling vegetables) of a kind commonly supplied by nursery gardeners or florists for planting or for ornamental use; nevertheless it does not include potatoes, onions, shallots, garlic or other products of Chapter 7."
,"2. Any reference in heading 06.03 or 06.04 to goods of any kind shall be construed as including a reference to bouquets, floral baskets, wreaths and similar articles made wholly or partly of goods of that kind, account not being taken of accessories of other materials. However, these headings do not include collages or similar decorative plaques of heading 97.01."
0601,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower; chicory plants and roots other than roots of heading 12.12"
06011000,"- Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant"
060120,"- Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots:"
06012010,- - Chicory plants
06012020,- - Chicory roots
06012090,- - Other
0602,"Other live plants (including their roots), cuttings and slips; mushroom spawn"
060210,- Unrooted cuttings and slips:
06021010,- - Of orchids
06021020,- - Of rubber trees
06021090,- - Other
06022000,"- Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts"
06023000,"- Rhododendrons and azaleas, grafted or not"
06024000,"- Roses, grafted or not"
060290,- Other:
06029010,- - Rooted orchid cuttings and slips
06029020,- - Orchid seedlings
06029040,- - Budded stumps of the genus Hevea
06029050,- - Seedlings of the genus Hevea
06029060,- - Budwood of the genus Hevea
06029090,- - Other
0603,"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared"
,- Fresh:
06031100,- - Roses
06031200,- - Carnations
06031300,- - Orchids
06031400,- - Chrysanthemums
06031500,- - Lilies (Lilium spp.)
06031900,- - Other
06039000,- Other
0604,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared"
060420,- Fresh:
06042010,- - Mosses and lichens
06042090,- - Other
060490,- Other:
06049010,- - Mosses and lichens
06049090,- - Other
,
,Chapter 7
,Edible vegetables and certain roots and tubers
,Notes
,1. This Chapter does not cover forage products of heading 12.14. 
,"2. In headings 07.09, 07.10, 07.11 and 07.12 the word “vegetables” includes edible mushrooms, truffles, olives, capers, marrows, pumpkins, aubergines, sweet corn (Zea mays var. saccharata), fruits of the genus Capsicum or of the genus Pimenta, fennel, parsley, chervil, tarragon, cress and sweet marjoram (Majorana hortensis or Origanum majorana)."
,"3. Heading 07.12 covers all dried vegetables of the kinds falling in headings 07.01 to 07.11, other than:"
,"(a) dried leguminous vegetables, shelled (heading 07.13);"
,(b) sweet corn in the forms specified in headings 11.02 to 11.04;
,"(c) flour, meal, powder, flakes, granules and pellets of potatoes (heading 11.05);"
,"(d) flour, meal and powder of the dried leguminous vegetables of heading 07.13 (heading 11.06)."
,"4. However, dried or crushed or ground fruits of the genus Capsicum or of the genus Pimenta are excluded from this Chapter (heading 09.04)."
,"5. Heading 07.11 applies to vegetables which have been treated solely to ensure their provisional preservation during transport or storage prior to use (for example, by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions), provided they remain unsuitable for immediate consumption in that state."
0701,"Potatoes, fresh or chilled"
07011000,- Seed
070190,- Other:
07019010,- - Chipping potatoes
07019090,- - Other
07020000,"Tomatoes, fresh or chilled"
0703,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled"
070310,- Onions and shallots:
,- - Onions:
07031011,- - - Bulbs for propagation
07031019,- - - Other
,- - Shallots:
07031021,- - - Bulbs for propagation
07031029,- - - Other
070320,- Garlic:
07032010,- - Bulbs for propagation
07032090,- - Other
070390,- Leeks and other alliaceous vegetables:
07039010,- - Bulbs for propagation
07039090,- - Other
0704,"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled"
070410,- Cauliflowers and broccoli:
07041010,- - Cauliflowers
07041020,- - Headed broccoli
07041090,- - Other broccoli
07042000,- Brussels sprouts
070490,- Other:
07049010,- - Round (drumhead) cabbages
07049020,- - Chinese mustard
07049030,- - Other cabbages
07049090,- - Other
0705,"Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled"
,- Lettuce:
07051100,- - Cabbage lettuce (head lettuce)
07051900,- - Other
,- Chicory:
07052100,- - Witloof chicory (Cichorium intybus var. foliosum)
07052900,- - Other
0706,"Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots, fresh or chilled"
070610,- Carrots and turnips:
07061010,- - Carrots
07061020,- - Turnips
07069000,- Other
07070000,"Cucumbers and gherkins, fresh or chilled"
0708,"Leguminous vegetables, shelled or unshelled, fresh or chilled"
07081000,- Peas (Pisum sativum)
070820,"- Beans (Vigna spp., Phaseolus spp.):"
07082010,- - French beans
07082020,- - Long beans
07082090,- - Other
07089000,- Other leguminous vegetables
0709,"Other vegetables, fresh or chilled"
07092000,- Asparagus
07093000,- Aubergines (egg-plants)
07094000,- Celery other than celeriac
,- Mushrooms and truffles:
07095100,- - Mushrooms of the genus Agaricus
07095200,- - Mushrooms of the genus Boletus
07095300,- - Mushrooms of the genus Cantharellus
07095400,- - Shiitake (Lentinus edodes)
07095500,"- - Matsutake (Tricholoma matsutake, Tricholoma magnivelare, Tricholoma anatolicum, Tricholoma dulciolens, Tricholoma caligatum)"
07095600,- - Truffles (Tuber spp.)
070959,- - Other:
07095920,"- - - Truffles, other than Tuber spp."
07095990,- - - Other
070960,- Fruits of the genus Capsicum or of the genus Pimenta:
07096010,- - Chillies (fruits of genus Capsicum)
07096090,- - Other
07097000,"- Spinach, New Zealand spinach and orache spinach (garden spinach)"
,- Other:
07099100,- - Globe artichokes
07099200,- - Olives
07099300,"- - Pumpkins, squash and gourds (Cucurbita spp.)"
070999,- - Other:
07099910,- - - Sweet corn
07099920,- - - Lady's finger (Okra)
07099990,- - - Other
0710,"Vegetables (uncooked or cooked by steaming or boiling in water), frozen"
07101000,- Potatoes
,"- Leguminous vegetables, shelled or unshelled:"
07102100,- - Peas (Pisum sativum)
07102200,"- - Beans (Vigna spp., Phaseolus spp.)"
07102900,- - Other
07103000,"- Spinach, New Zealand spinach and orache spinach (garden spinach)"
07104000,- Sweet corn
07108000,- Other vegetables
07109000,- Mixtures of vegetables
0711,"Vegetables provisionally preserved, but unsuitable in that state for immediate consumption"
071120,- Olives:
07112010,- - Preserved by sulphur dioxide gas
07112090,- - Other
071140,- Cucumbers and gherkins:
07114010,- - Preserved by sulphur dioxide gas
07114090,- - Other
,- Mushrooms and truffles:
071151,- - Mushrooms of the genus Agaricus:
07115110,- - - Preserved by sulphur dioxide gas
07115190,- - - Other
071159,- - Other:
07115910,- - - Preserved by sulphur dioxide gas
07115990,- - - Other
071190,- Other vegetables; mixtures of vegetables:
07119010,- - Sweet corn
07119020,- - Chillies (fruits of genus Capsicum)
07119030,- - Capers
07119040,"- - Onions, preserved by sulphur dioxide gas"
07119050,"- - Onions, preserved other than by sulphur dioxide gas"
07119060,"- - Other, preserved by sulphur dioxide gas"
07119090,- - Other
0712,"Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared"
07122000,- Onions
,"- Mushrooms, wood ears (Auricularia spp.), jelly fungi (Tremella spp.) and truffles:"
07123100,- - Mushrooms of the genus Agaricus
07123200,- - Wood ears (Auricularia spp.)
07123300,- - Jelly fungi (Tremella spp.)
07123400,- - Shiitake (Lentinus edodes)
071239,- - Other:
07123910,- - - Truffles
07123990,- - - Other
071290,- Other vegetables; mixtures of vegetables:
07129010,- - Garlic
07129020,- - Sweet corn
07129090,- - Other
0713,"Dried leguminous vegetables, shelled, whether or not skinned or split"
071310,- Peas (Pisum sativum):
07131010,- - Suitable for sowing
07131090,- - Other
071320,- Chickpeas (garbanzos):
07132010,- - Suitable for sowing
07132090,- - Other
,"- Beans (Vigna spp., Phaseolus spp.):"
071331,- - Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek:
07133110,- - - Suitable for sowing
07133190,- - - Other
071332,- - Small red (Adzuki) beans (Phaseolus or Vigna angularis):
07133210,- - - Suitable for sowing
07133290,- - - Other
071333,"- - Kidney beans, including white pea beans (Phaseolus vulgaris):"
07133310,- - - Suitable for sowing
07133390,- - - Other
071334,- - Bambara beans (Vigna subterranea or Voandzeia subterranea):
07133410,- - - Suitable for sowing
07133490,- - - Other
071335,- - Cow peas (Vigna unguiculata):
07133510,- - - Suitable for sowing
07133590,- - - Other
071339,- - Other:
07133910,- - - Suitable for sowing
07133990,- - - Other
071340,- Lentils:
07134010,- - Suitable for sowing
07134090,- - Other
071350,"- Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina, Vicia faba var. minor):"
07135010,- - Suitable for sowing
07135090,- - Other
071360,- Pigeon peas (Cajanus cajan):
07136010,- - Suitable for sowing
07136090,- - Other
071390,- Other:
07139010,- - Suitable for sowing
07139090,- - Other
0714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith"
071410,- Manioc (cassava):
,- - Sliced or in the form of pellets:
07141011,- - - Dried chips
07141019,- - - Other
,- - Other:
07141091,- - - Frozen
07141099,- - - Other
071420,- Sweet potatoes:
07142010,- - Frozen
07142090,- - Other
071430,- Yams (Dioscorea spp.):
07143010,- - Frozen
07143090,- - Other
071440,- Taro (Colocasia spp.):
07144010,- - Frozen
07144090,- - Other
071450,- Yautia (Xanthosoma spp.):
07145010,- - Frozen
07145090,- - Other
071490,- Other:
,- - Sago pith:
07149011,- - - Frozen
07149019,- - - Other
,- - Other:
07149091,- - - Frozen
07149099,- - - Other
,
,
,Chapter 8
,Edible fruit and nuts; peel of citrus fruit or melons
,Notes
,1. This Chapter does not cover inedible nuts or fruits.
,2. Chilled fruits and nuts are to be classified in the same headings as the corresponding fresh fruits and nuts.
,"3. Dried fruit or dried nuts of this Chapter may be partially rehydrated, or treated for the following purposes:"
,"(a) For additional preservation or stabilisation (for example, by moderate heat treatment, sulphuring, the addition of sorbic acid or potassium sorbate),"
,"(b) To improve or maintain their appearance (for example, by the addition of vegetable oil or small quantities of glucose syrup), provided that they retain the character of dried fruit or dried nuts."
,"4. Heading 08.12 applies to fruit and nuts which have been treated solely to ensure their provisional preservation during transport or storage prior to use (for example, by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions), provided they remain unsuitable for immediate consumption in that state."
0801,"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled"
,- Coconuts:
08011100,- - Desiccated
08011200,- - In the inner shell (endocarp)
080119,- - Other:
08011910,- - - Young coconut
08011990,- - - Other
,- Brazil nuts:
08012100,- - In shell
08012200,- - Shelled
,- Cashew nuts:
08013100,- - In shell
08013200,- - Shelled
0802,"Other nuts, fresh or dried, whether or not shelled or peeled"
,- Almonds:
08021100,- - In shell
080212,- - Shelled:
08021210,- - - Blanched
08021290,- - - Other
,- Hazelnuts or filberts (Corylus spp.):
08022100,- - In shell
08022200,- - Shelled
,- Walnuts:
08023100,- - In shell
08023200,- - Shelled
,- Chestnuts (Castanea spp.):
08024100,- - In shell
08024200,- - Shelled
,- Pistachios:
08025100,- - In shell
08025200,- - Shelled
,- Macadamia nuts:
08026100,- - In shell
08026200,- - Shelled
08027000,- Kola nuts (Cola spp.)
08028000,- Areca nuts
,- Other:
08029100,"- - Pine nuts, in shell"
08029200,"- - Pine nuts, shelled"
08029900,- - Other
0803,"Bananas, including plantains, fresh or dried"
080310,- Plantains:
08031010,- - Fresh
08031020,- - Dried
080390,- Other:
08039010,- - Lady's finger banana
08039020,- - Cavendish banana (Musa acuminata)
08039030,"- - Chestnut banana (hybrid of Musa acuminata and Musa balbisiana, cultivar Berangan)"
08039090,- - Other
0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried"
08041000,- Dates
08042000,- Figs
08043000,- Pineapples
08044000,- Avocados
080450,"- Guavas, mangoes and mangosteens:"
08045010,- - Guavas
,- - Mangoes:
08045021,- - - Fresh
08045022,- - - Dried
08045030,- - Mangosteens
0805,"Citrus fruit, fresh or dried"
080510,- Oranges:
08051010,- - Fresh
08051020,- - Dried
,"- Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids:"
08052100,- - Mandarins (including tangerines and satsumas)
08052200,- - Clementines
08052900,- - Other
08054000,- Grapefruit and pomelos
080550,"- Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia):"
08055010,"- - Lemons (Citrus limon, Citrus limonum)"
08055020,"- - Limes (Citrus aurantifolia, Citrus latifolia)"
08059000,- Other
0806,"Grapes, fresh or dried"
08061000,- Fresh
08062000,- Dried
0807,"Melons (including watermelons) and papaws (papayas), fresh"
,- Melons (including watermelons):
08071100,- - Watermelons
08071900,- - Other
08072000,- Papaws (papayas)
0808,"Apples, pears and quinces, fresh"
08081000,- Apples
08083000,- Pears
08084000,- Quinces
0809,"Apricots, cherries, peaches (including nectarines), plums and sloes, fresh"
08091000,- Apricots
,- Cherries:
08092100,- - Sour cherries (Prunus cerasus)
08092900,- - Other
08093000,"- Peaches, including nectarines"
080940,- Plums and sloes:
08094010,- - Plums
08094020,- - Sloes
0810,"Other fruit, fresh"
08101000,- Strawberries
08102000,"- Raspberries, blackberries, mulberries and loganberries"
08103000,"- Black, white or red currants and gooseberries"
08104000,"- Cranberries, bilberries and other fruits of the genus Vaccinium"
08105000,- Kiwifruit
08106000,- Durians
08107000,- Persimmons
081090,- Other:
08109010,- - Longans; Mata Kucing
08109020,- - Lychees
08109030,- - Rambutan
08109040,- - Langsat (Lanzones)
08109050,- - Jackfruit (including Cempedak and Nangka)
08109060,- - Tamarinds
08109070,- - Starfruit
,- - Other:
08109091,- - - Salacca (snake fruit)
08109092,- - - Dragon fruit
08109093,- - - Sapodilla (ciku fruit)
08109094,"- - - Pomegranate (Punica spp.), soursop or sweetsops (Annona spp.), bell fruit (Syzygium spp., Eugenia spp.), marian plum (Bouea spp.), passion fruit (Passiflora spp.), cottonfruit (Sandoricum spp.), jujube (Ziziphus spp.) and tampoi or rambai (Baccaurea spp.)"
08109099,- - - Other
0811,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter"
08111000,- Strawberries
08112000,"- Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries"
08119000,- Other
0812,"Fruit and nuts provisionally preserved, but unsuitable in that state for immediate consumption"
08121000,- Cherries
081290,- Other:
08129010,- - Strawberries
08129090,- - Other
0813,"Fruit, dried, other than that of headings 08.01 to 08.06; mixtures of nuts or dried fruits of this Chapter"
08131000,- Apricots
08132000,- Prunes
08133000,- Apples
081340,- Other fruit:
08134010,- - Longans
08134020,- - Tamarinds
08134090,- - Other
081350,- Mixtures of nuts or dried fruits of this Chapter:
08135010,- - Of which cashew nuts or Brazil nuts predominate by weight
08135020,- - Of which other nuts predominate by weight
08135030,- - Of which dates predominate by weight
08135040,- - Of which avocados or oranges or mandarins (including tangerines and satsumas) predominate by weight
08135090,- - Other
08140000,"Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions"
,
,Chapter 9
,"Coffee, tea, maté and spices"
,Notes
,1. Mixtures of the products of headings 09.04 to 09.10 are to be classified as follows:
,(a) Mixtures of two or more of the products of the same heading are to be classified in that heading;
,(b) Mixtures of two or more of the products of different headings are to be classified in heading 09.10.
,The addition of other substances to the products of headings 09.04 to 09.10 (or to the mixtures referred to in paragraph (a) or (b) above) shall not affect their classification provided the resulting mixtures retain the essential character of the goods of those headings. Otherwise such mixtures are not classified in this Chapter; those constituting mixed condiments or mixed seasonings are classified in heading 21.03.
,2. This Chapter does not cover Cubeb pepper (Piper cubeba) or other products of heading 12.11.
0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion"
,"- Coffee, not roasted:"
090111,- - Not decaffeinated:
09011120,- - - Arabica
09011130,- - - Robusta
09011190,- - - Other
090112,- - Decaffeinated:
09011220,- - - Arabica or Robusta
09011290,- - - Other
,"- Coffee, roasted:"
090121,- - Not decaffeinated:
,- - - Unground:
09012111,- - - - Arabica
09012112,- - - - Robusta
09012119,- - - - Other
09012120,- - - Ground
090122,- - Decaffeinated:
09012210,- - - Unground
09012220,- - - Ground
090190,- Other:
09019010,- - Coffee husks and skins
09019020,- - Coffee substitutes containing coffee
0902,"Tea, whether or not flavoured"
090210,- Green tea (not fermented) in immediate packings of a content not exceeding 3 kg:
09021010,- - Leaves
09021090,- - Other
090220,- Other green tea (not fermented):
09022010,- - Leaves
09022090,- - Other
090230,"- Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg:"
09023010,- - Leaves
09023090,- - Other
090240,- Other black tea (fermented) and other partly fermented tea:
09024010,- - Leaves
09024090,- - Other
09030000,Maté
0904,Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the genus Pimenta
,- Pepper:
090411,- - Neither crushed nor ground:
09041110,- - - White
09041120,- - - Black
09041190,- - - Other
090412,- - Crushed or ground:
09041210,- - - White
09041220,- - - Black
09041290,- - - Other
,- Fruits of the genus Capsicum or of the genus Pimenta:
090421,"- - Dried, neither crushed nor ground:"
09042110,- - - Chillies (Fruits of the genus Capsicum)
09042190,- - - Other
090422,- - Crushed or ground:
09042210,- - - Chillies (Fruits of the genus Capsicum)
09042290,- - - Other
0905,Vanilla
09051000,- Neither crushed nor ground
09052000,- Crushed or ground
0906,Cinnamon and cinnamon-tree flowers
,- Neither crushed nor ground:
09061100,- - Cinnamon (Cinnamomum zeylanicum Blume)
09061900,- - Other
09062000,- Crushed or ground
0907,"Cloves (whole fruit, cloves and stems)"
09071000,- Neither crushed nor ground
09072000,- Crushed or ground
0908,"Nutmeg, mace and cardamoms"
,- Nutmeg:
09081100,- - Neither crushed nor ground
09081200,- - Crushed or ground
,- Mace:
09082100,- - Neither crushed nor ground
09082200,- - Crushed or ground
,- Cardamoms:
09083100,- - Neither crushed nor ground
09083200,- - Crushed or ground
0909,"Seeds of anise, badian, fennel, coriander, cumin or caraway; juniper berries"
,- Seeds of coriander:
09092100,- - Neither crushed nor ground
09092200,- - Crushed or ground
,- Seeds of cumin:
09093100,- - Neither crushed nor ground
09093200,- - Crushed or ground
,"- Seeds of anise, badian, caraway or fennel; juniper berries:"
090961,- - Neither crushed nor ground:
09096110,- - - Of anise
09096120,- - - Of badian
09096130,- - - Of caraway
09096190,- - - Other
090962,- - Crushed or ground:
09096210,- - - Of anise
09096220,- - - Of badian
09096230,- - - Of caraway
09096290,- - - Other
0910,"Ginger, saffron, turmeric (curcuma), thyme, bay leaves, curry and other spices"
,- Ginger:
09101100,- - Neither crushed nor ground
09101200,- - Crushed or ground
09102000,- Saffron
09103000,- Turmeric (curcuma)
,- Other spices:
091091,- - Mixtures referred to in Note 1(b) to this Chapter:
09109110,- - - Curry
09109190,- - - Other
091099,- - Other:
09109910,- - - Thyme; bay leaves
09109990,- - - Other
,
,Chapter 10
,Cereals
,Notes
,"1. (A) The products specified in the headings of this Chapter are to be classified in those headings only if grains are present, whether or not in the ear or on the stalk."
,"(B) The Chapter does not cover grains which have been hulled or otherwise worked. However, rice, husked, milled, polished, glazed, parboiled or broken remains classified in heading 10.06. Similarly, quinoa from which the pericarp has been wholly or partly removed in order to separate the saponin, but which has not undergone any other processes, remains classified in heading 10.08."
,2. Heading 10.05 does not cover sweet corn (Chapter 7).
,Subheading Note
,1. The term “durum wheat” means wheat of the Triticum durum species and the hybrids derived from the inter-specific crossing of Triticum durum which have the same number (28) of chromosomes as that species.
1001,Wheat and meslin
,- Durum wheat:
10011100,- - Seed
10011900,- - Other
,- Other:
10019100,- - Seed
100199,- - Other:
,- - - Fit for human consumption:
10019911,- - - - Meslin
10019912,- - - - Wheat grain without extreme outer layer
10019919,- - - - Other
,- - - Other:
10019991,- - - - Meslin
10019999,- - - - Other
1002,Rye
10021000,- Seed
10029000,- Other
1003,Barley
10031000,- Seed
10039000,- Other
1004,Oats
10041000,- Seed
10049000,- Other
1005,Maize (corn)
10051000,- Seed
100590,- Other:
10059010,- - Popcorn
,- - Other:
10059091,- - - Fit for human consumption
10059099,- - - Other
1006,Rice
100610,- Rice in the husk (paddy or rough):
10061010,- - Suitable for sowing
10061090,- - Other
100620,- Husked (brown) rice:
10062010,- - Hom Mali rice
10062090,- - Other
100630,"- Semi-milled or wholly milled rice, whether or not polished or glazed:"
10063030,- - Glutinous rice
10063040,- - Hom Mali rice
10063050,- - Basmati rice
10063060,- - Malys rice
10063070,- - Other fragrant rice
,- - Other:
10063091,- - - Parboiled rice
10063099,- - - Other
100640,- Broken rice:
10064010,- - Of a kind used for animal feed
10064090,- - Other
1007,Grain sorghum
10071000,- Seed
10079000,- Other
1008,"Buckwheat, millet and canary seeds; other cereals"
10081000,- Buckwheat
,- Millet:
10082100,- - Seed
10082900,- - Other
10083000,- Canary seeds
10084000,- Fonio (Digitaria spp.)
10085000,- Quinoa (Chenopodium quinoa)
10086000,- Triticale
10089000,- Other cereals
,
,
,Chapter 11
,Products of the milling industry; malt; starches; inulin; wheat gluten
,Notes
,1. This Chapter does not cover:
,(a) Roasted malt put up as coffee substitutes (heading 09.01 or 21.01);
,"(b) Prepared flours, groats, meals or starches of heading 19.01;"
,(c) Corn flakes or other products of heading 19.04;
,"(d) Vegetables, prepared or preserved, of heading 20.01, 20.04 or 20.05;"
,(e) Pharmaceutical products (Chapter 30); or
,"(f) Starches having the character of perfumery, cosmetic or toilet preparations (Chapter 33)."
,"2. (A) Products from the milling of the cereals listed in the table below fall in this Chapter if they have, by weight on the dry product:"
,(a) a starch content (determined by the modified Ewers polarimetric method) exceeding that indicated in Column (2); and
,(b) an ash content (after deduction of any added minerals) not exceeding that indicated in Column (3).
,"Otherwise, they fall in heading 23.02. However, germ of cereals, whole, rolled, flaked or ground, is always classified in heading 11.04."
,"(B) Products falling in this Chapter under the above provisions shall be classified in heading 11.01 or 11.02 if the percentage passing through a woven metal wire cloth sieve with the aperture indicated in Column (4) or (5) is not less, by weight, than that shown against the cereal concerned."
,"Otherwise, they fall in heading 11.03 or 11.04."
,
,"3. For the purposes of heading 11.03, the terms “groats” and “meal” mean products obtained by the fragmentation of cereal grains, of which:"
,"(a) in the case of maize (corn) products, at least 95% by weight passes through a woven metal wire cloth sieve with an aperture of 2 mm;"
,"(b) in the case of other cereal products, at least 95% by weight passes through a woven metal wire cloth sieve with an aperture of 1.25 mm."
1101,Wheat or meslin flour
,- Wheat flour:
11010011,- - Fortified
11010019,- - Other
11010020,- Meslin flour
1102,Cereal flours other than of wheat or meslin
11022000,- Maize (corn) flour
110290,- Other:
11029010,- - Rice flour
11029020,- - Rye flour
11029090,- - Other
1103,"Cereal groats, meal and pellets"
,- Groats and meal:
11031100,- - Of wheat
11031300,- - Of maize (corn)
110319,- - Of other cereals:
11031910,- - - Of meslin
11031920,- - - Of rice
11031990,- - - Other
11032000,- Pellets
1104,"Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading 10.06; germ of cereals, whole, rolled, flaked or ground"
,- Rolled or flaked grains:
11041200,- - Of oats
110419,- - Of other cereals:
11041910,- - - Of maize (corn)
11041990,- - - Other
,"- Other worked grains (for example, hulled, pearled, sliced or kibbled):"
11042200,- - Of oats
11042300,- - Of maize (corn)
110429,- - Of other cereals:
11042920,- - - Of barley
11042990,- - - Other
11043000,"- Germ of cereals, whole, rolled, flaked or ground"
1105,"Flour, meal, powder, flakes, granules and pellets of potatoes"
